"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
701,"Chill",-183,0.0657804448207608,0.481653692412067,0.215151515151515,0.378349001014425
702,"Chill",-182,0.189697520287529,1.06085259093739,0.192424242424242,0.355491080868843
703,"Chill",-181,0.152133010065477,1.00093794304679,0.198484848484848,0.385146425482517
704,"Chill",-180,0.128431981228301,0.903184540275134,0.181818181818182,0.377620182698549
705,"Chill",-179,0.140039897078776,0.899428686056015,0.181818181818182,0.343429307998575
706,"Chill",-178,0.144033548178465,1.03582438679865,0.201515151515152,0.374675156184533
707,"Chill",-177,0.119541320020316,0.940337304466623,0.181818181818182,0.341793921048358
708,"Chill",-176,0.126523757105351,1.07295035966485,0.168181818181818,0.317939595232423
709,"Chill",-175,0.0890393010448264,0.990352820565363,0.171212121212121,0.297579376887685
710,"Chill",-174,0.0826283757480549,0.897391102387929,0.163636363636364,0.293650412063107
711,"Chill",-173,0.0890441134066915,0.98786594516747,0.16969696969697,0.293968250030442
712,"Chill",-172,0.0761895694189341,0.900906547291165,0.175757575757576,0.286927034824632
713,"Chill",-171,0.0241020348703831,0.748703212679843,0.165151515151515,0.322604814834816
714,"Chill",-170,0.0211985162662611,0.58813672775106,0.148484848484848,0.302655134992395
715,"Chill",-169,0.00811638169962196,0.52679836131378,0.162121212121212,0.308669914811071
716,"Chill",-168,0.0273017514882235,0.539953076489824,0.159090909090909,0.301569411279232
717,"Chill",-167,0.0199394545258825,0.524513979133621,0.143939393939394,0.255101564368124
718,"Chill",-166,0.0215852920727055,0.61260567259057,0.145454545454545,0.258325444544399
719,"Chill",-165,0.0325719052321194,0.624125022724011,0.133333333333333,0.250768068868074
720,"Chill",-164,0.047802214340195,0.485304306278282,0.133333333333333,0.257383837379367
721,"Chill",-163,0.0514658718713057,0.507464488069737,0.128787878787879,0.257832435026171
722,"Chill",-162,0.0343997209938655,0.443402963393567,0.11969696969697,0.245703615379661
723,"Chill",-161,0.0520448368277153,0.443694251699048,0.106060606060606,0.198866846404498
724,"Chill",-160,-0.00200880229556234,0.307739150481338,0.107575757575758,0.191931130743553
725,"Chill",-159,-0.00164121836001676,0.307923814455512,0.109090909090909,0.196481160972683
726,"Chill",-158,-0.0149147415472892,0.394386306980195,0.0924242424242424,0.214668468211656
727,"Chill",-157,-0.0536474536027423,0.404036706398771,0.1,0.226856321152489
728,"Chill",-156,-0.0603408707953608,0.332270499296997,0.0893939393939394,0.216617185581881
729,"Chill",-155,-0.0357426830533569,0.24772155539951,0.0878787878787879,0.230085318661911
730,"Chill",-154,-0.056072415119443,0.278573569081894,0.0954545454545455,0.236366599483619
731,"Chill",-153,-0.051160201897759,0.267138380225843,0.0893939393939394,0.226727646299451
801,"Chill",-152,-0.0254728905888581,0.191579041510832,0.0954545454545455,0.229144831866539
802,"Chill",-151,-0.0328225131323923,0.265526675788575,0.106060606060606,0.258307369083821
803,"Chill",-150,-0.0481977970406239,0.352883515980943,0.109090909090909,0.250954195271542
804,"Chill",-149,-0.0656255616721186,0.496078794760228,0.096969696969697,0.242475598052914
805,"Chill",-148,-0.0685210191244667,0.53619332382236,0.096969696969697,0.241317452928159
806,"Chill",-147,-0.125852325535168,0.712850240505182,0.104545454545455,0.206237650158513
807,"Chill",-146,-0.078632489750473,0.645278213535521,0.0924242424242424,0.204646724916273
808,"Chill",-145,-0.0956199492974827,0.837872727708188,0.0909090909090909,0.193028807345047
809,"Chill",-144,-0.165101962321853,1.40381325314905,0.0863636363636364,0.193336972045624
810,"Chill",-143,-0.144586670915845,1.30165791269049,0.0787878787878788,0.185982109120527
811,"Chill",-142,-0.128035594126562,1.14962984569382,0.0803030303030303,0.161492259045199
812,"Chill",-141,-0.108654871850137,1.23294570639892,0.1,0.209522566424608
813,"Chill",-140,-0.0919881184969146,1.00792710072091,0.103030303030303,0.18522741058285
814,"Chill",-139,-0.0648568629602179,0.788017678714355,0.104545454545455,0.183218796330392
815,"Chill",-138,-0.0822139818095117,0.861887159262518,0.104545454545455,0.185498197225293
816,"Chill",-137,-0.128163051450193,0.899845268778268,0.131818181818182,0.227303541824733
817,"Chill",-136,-0.00641983484157991,0.468224233546607,0.151515151515152,0.240619890178895
818,"Chill",-135,0.00874706220358467,0.361816065917686,0.171212121212121,0.28849715977235
819,"Chill",-134,0.00507974486248737,0.222245739133152,0.196969696969697,0.335242234569005
820,"Chill",-133,0.0113189081336755,0.299277129487814,0.224242424242424,0.370303543072752
821,"Chill",-132,0.00802951891294672,0.320279992927233,0.254545454545455,0.430585784976514
822,"Chill",-131,0.0186729371302694,0.327463558947978,0.253030303030303,0.429377717036604
823,"Chill",-130,0.0183201721314887,0.386569843210093,0.253030303030303,0.392210063847329
824,"Chill",-129,0.0092111785264447,0.495712440101051,0.281818181818182,0.417336856541556
825,"Chill",-128,0.0056012794007686,0.577895245161868,0.328787878787879,0.479322158387956
826,"Chill",-127,0.0369748105390704,0.715141338628542,0.378787878787879,0.561691227513482
827,"Chill",-126,0.0557032335292645,0.843485143153081,0.440909090909091,0.683551981482132
828,"Chill",-125,0.0238408669138086,0.732966242145347,0.507575757575758,0.786012268938345
829,"Chill",-124,0.0126502820614334,0.664015194117954,0.548484848484848,0.871481948345038
830,"Chill",-123,0.0106135032662114,0.563270192970055,0.581818181818182,0.94047521315468
831,"Chill",-122,-0.0155834940143253,0.579605792384017,0.621212121212121,0.943295904016568
901,"Chill",-121,-0.00553658351354776,0.604183716315522,0.706060606060606,1.02802400588667
902,"Chill",-120,0.00628775122041409,0.625132626900868,0.775757575757576,1.11308566826966
903,"Chill",-119,0.0130582259523906,0.671504039849554,0.81969696969697,1.18489485339671
904,"Chill",-118,0.00725352127374322,0.589135238884407,0.875757575757576,1.21794568769863
905,"Chill",-117,-0.000805708792752536,0.585047360980853,0.946969696969697,1.26724459259043
906,"Chill",-116,-0.0266546219893587,0.565647319607232,0.989393939393939,1.25678900644233
