"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
701,"Chill",-183,0.0651249051671886,0.833646118444269,0.067101773203643,0.253194190179555
702,"Chill",-182,-0.0139990112553046,0.36367079406584,0.0499147962322121,0.21941466167581
703,"Chill",-181,0.0281595972788825,0.513349978042897,0.0669025198532683,0.252439363068704
704,"Chill",-180,-0.131299170818923,0.607151401954105,0.050371518160604,0.221420668465487
705,"Chill",-179,0.206842824503682,1.77911903609566,0.0823832156725419,0.275742221526747
706,"Chill",-178,0,0,0,0
707,"Chill",-177,-0.0530443206737538,0.602927686269298,0.0672209428815735,0.253644834178286
708,"Chill",-176,-0.0282537818293604,0.268012388868381,0.0168209315376798,0.130294375426258
709,"Chill",-175,0.064740470903435,1.00270760592431,0.0502164481331569,0.220736712245486
710,"Chill",-174,-0.0143401574945963,0.229853551906322,0.016929828371815,0.131137886676379
711,"Chill",-173,-0.00503387430968277,0.525324945073124,0.0364463223937588,0.177285783043507
712,"Chill",-172,0.0841587206521504,0.464795161275116,0.0504162992925779,0.221618879139108
713,"Chill",-171,-0.061073518134194,0.263514683935513,0.016875342836724,0.130715843536345
714,"Chill",-170,-0.0135813139076001,0.809047437381388,0.033471779583993,0.181772192197577
715,"Chill",-169,0.109934876929755,1.17340817001496,0.016713981850684,0.129465946713025
716,"Chill",-168,-0.0457291078579029,0.339402607682978,0.0496323853090738,0.218210270034055
717,"Chill",-167,0.0622064635952324,0.353994030811111,0.0166882348470667,0.129266511280575
718,"Chill",-166,0.0715558715695967,1.06825025808172,0.0335762058133839,0.182339474467856
719,"Chill",-165,0,0,0,0
720,"Chill",-164,0,0,0,0
721,"Chill",-163,0.0775113192592757,0.651798508795466,0.0503143341773066,0.221170604297747
722,"Chill",-162,-0.00664020731952331,0.500774884889283,0.0164682178885186,0.127562267247895
723,"Chill",-161,0,0,0,0
724,"Chill",-160,-0.129463577075984,0.768544217556928,0.0503423830201699,0.221289537436747
725,"Chill",-159,0.0472270649632108,0.989319414148895,0.0505254992178309,0.222097192398484
726,"Chill",-158,0,0,0,0
727,"Chill",-157,0.0354199818287783,0.295909297398158,0.0168289948609179,0.130356833659491
728,"Chill",-156,0.158066700439752,1.09928914562739,0.0166982200487852,0.129343856320504
729,"Chill",-155,0.0218176268778161,0.705922129568077,0.0152534294718756,0.118152556634247
730,"Chill",-154,0.0580331819781544,1.20824115627691,0.0167821730768074,0.129994153679291
731,"Chill",-153,-0.0780584390808274,0.453856277490108,0.0168218568409134,0.130301542794286
801,"Chill",-152,-0.0143401574945962,0.229853551906322,0.0167281821841032,0.129575942022711
802,"Chill",-151,-0.0814770334078352,0.702945097207213,0.0335192378685579,0.182030117673817
803,"Chill",-150,0.0354199818287783,0.295909297398158,0.0167541094098832,0.129776773450029
804,"Chill",-149,0,0,0,0
805,"Chill",-148,0,0,0,0
806,"Chill",-147,0.0354199818287783,0.295909297398158,0.0168312922875177,0.130374629449411
807,"Chill",-146,0,0,0,0
808,"Chill",-145,0,0,0,0
809,"Chill",-144,0,0,0,0
810,"Chill",-143,0,0,0,0
811,"Chill",-142,-0.124219060991937,0.640108567480714,0.0325199621427664,0.176666546301082
812,"Chill",-141,0,0,0,0
813,"Chill",-140,-0.062699061491137,0.322704564651431,0.033437992112499,0.181589022172226
814,"Chill",-139,0.0580331819781545,1.20824115627691,0.0169965797000055,0.131654940241217
815,"Chill",-138,-0.0145760786994253,0.233355295211798,0.0166448267707205,0.128930273767016
816,"Chill",-137,0.0622064635952325,0.353994030811111,0.0168441301938106,0.130474071443956
817,"Chill",-136,0.0603924767303717,1.37422821624197,0.0334562459195199,0.181687990458286
818,"Chill",-135,0.0826773791190188,1.32666462738926,0.0837015864413268,0.279950890596862
819,"Chill",-134,0.031307295744554,0.407800930416198,0.0504325347478844,0.22168613327443
820,"Chill",-133,-0.0775098242521078,0.457291789238671,0.0167600578497997,0.129822849867495
821,"Chill",-132,0.0928663368375275,0.909752950608162,0.0331285545699936,0.179933189396612
822,"Chill",-131,0.0400255052965701,0.427542944767342,0.016759716960129,0.129820209347459
823,"Chill",-130,0.0266894502771401,0.791319789030483,0.0166666769627288,0.129099524626535
824,"Chill",-129,-0.0261029064697171,0.39998804485473,0.100451470210586,0.303909673271594
825,"Chill",-128,0.0752354408612934,0.886431095797096,0.0668524394852798,0.252262214865051
826,"Chill",-127,0.0190244617765027,0.246452251819616,0.063252703967331,0.239192080666039
827,"Chill",-126,0.146701944198214,1.48315964289258,0.0837185241019947,0.280007108174919
828,"Chill",-125,-0.000919534972806458,0.437446647042458,0.0334978707202593,0.181916229664066
829,"Chill",-124,-0.0331243175290159,0.724066546688394,0.116764832307772,0.324061908973532
830,"Chill",-123,-0.0758489915877711,0.509192478342007,0.0334542469410394,0.181677034823147
831,"Chill",-122,0.0890137425665733,1.24489662721737,0.149353122709546,0.358748808855634
901,"Chill",-121,-0.125254175464987,0.517787536892082,0.100505985317288,0.304066273412306
902,"Chill",-120,0.092869452402603,0.831069398981174,0.117623388639937,0.311180593954791
903,"Chill",-119,0.0463595158004666,0.432376080638551,0.100123103638535,0.302904569389286
904,"Chill",-118,-0.0726342240569934,0.405005204547144,0.100636578330988,0.304464100338248
905,"Chill",-117,0.0089865871572674,0.377645409975435,0.154688321086034,0.361655356790494
906,"Chill",-116,0.0293354738964855,0.242375213878901,0.168000118090595,0.378838453246182
907,"Chill",-115,0.0527038485075534,0.494709545690039,0.158384343546358,0.361089477219018
908,"Chill",-114,0.0556843116961627,0.313688209754655,0.153929512905504,0.355423606428664
909,"Chill",-113,-0.0805844289762226,0.316827572490045,0.148978757353808,0.357777650687905
910,"Chill",-112,0.224780785164963,1.26708644130892,0.186559186903626,0.387731218395024
911,"Chill",-111,-0.112586937579397,0.631773166196584,0.191065604896573,0.382921306544678
912,"Chill",-110,-0.0791334756972469,0.450200937410919,0.212847204452274,0.409134179070121
913,"Chill",-109,0.0166368637038979,0.364752404422163,0.210205406875493,0.40285393696901
914,"Chill",-108,0.0183423587461815,0.181615241461027,0.205366156129918,0.400054474302232
915,"Chill",-107,0.0170221706425018,0.260789139704595,0.192647796187551,0.390825183966043
916,"Chill",-106,0.00356652232942152,0.325478479101567,0.380452589243521,0.48887554492652
917,"Chill",-105,-0.0586775884458048,0.473499161479944,0.21838383141771,0.407476805685286
918,"Chill",-104,-0.119881043724155,0.720612715898736,0.342899591668708,0.474879221606224
919,"Chill",-103,0.0867331845655559,0.720721264769695,0.250806791978709,0.427077721271143
920,"Chill",-102,0.0683822378260836,0.52768346878266,0.261566045562335,0.424362172862363
921,"Chill",-101,-0.00863017671019889,0.243301739092035,0.319995007838584,0.452620657881855
922,"Chill",-100,0.0980876373702784,0.566779423190258,0.35032896938912,0.481798634251316
923,"Chill",-99,-0.076291907953771,0.397163275505873,0.314075024065735,0.460157502936949
924,"Chill",-98,-0.0549127477461989,0.471649942224578,0.332015634377299,0.464424862454469
925,"Chill",-97,-0.0223081986430897,0.640858639594992,0.352972408382087,0.474600924725777
926,"Chill",-96,-0.122035788585313,0.84335010839413,0.404793378033383,0.486685792840834
927,"Chill",-95,0.0129858444566437,0.418226357462152,0.315328379919792,0.467278993533332
928,"Chill",-94,-0.0878620902913733,0.594484928376209,0.369794001042165,0.469842430182846
929,"Chill",-93,-0.00359740429780757,0.426044203114236,0.286760159440397,0.445933832614244
930,"Chill",-92,0.151355908560715,0.891873665831988,0.40971855409722,0.481535654852192
1001,"Chill",-91,-0.0996980995212434,0.757417030049368,0.353708728251736,0.466442304997964
1002,"Chill",-90,-0.0393906595687996,0.725380468392914,0.501108632133491,0.49497195447171
1003,"Chill",-89,0.0522306549523815,0.296775107025366,0.382079308718453,0.475170552763263
1004,"Chill",-88,-0.0371441220221162,0.696614922820736,0.40613035480981,0.478052839231254
1005,"Chill",-87,-0.0840137178054206,1.21986726792483,0.526487533959213,0.502203709151641
1006,"Chill",-86,-0.0556011874292143,0.65683516132461,0.429470776175737,0.502398266588238
1007,"Chill",-85,0.0900517962608663,0.726177177659459,0.397367823486247,0.489041748913652
1008,"Chill",-84,0.0146254534959935,0.364126395484317,0.535825903053601,0.506002361136204
1009,"Chill",-83,-0.100384751223104,0.720766932643755,0.456196791806407,0.470696918914095
1010,"Chill",-82,-0.0534158209143362,0.681915520821729,0.491494223642041,0.504776453814011
