"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
701,"Chill",-183,0.105116252653686,1.03768037732592,-9.35227272727273,5.57668606260188
702,"Chill",-182,0.108407195114833,1.08593180774649,-9.50075757575758,5.52546659011051
703,"Chill",-181,0.0955802520249293,1.10722206190516,-9.5719696969697,5.44441979814318
704,"Chill",-180,0.052540673352601,1.06951205668594,-9.79242424242424,5.24569585681239
705,"Chill",-179,0.00840240832432822,1.0239837857207,-10.0621212121212,5.12246689466058
706,"Chill",-178,-0.0156314452245181,0.986616255838556,-10.3174242424242,5.1949357637766
707,"Chill",-177,-0.0386862717330517,0.983447039172164,-10.5439393939394,5.08401171726059
708,"Chill",-176,-0.0589047544631609,0.98025181944428,-10.7689393939394,4.92628311000473
709,"Chill",-175,-0.0655927355030445,0.978678633475678,-10.8522727272727,4.75104123767988
710,"Chill",-174,-0.0710017617999588,0.968880522039298,-10.9310606060606,4.61705920732641
711,"Chill",-173,-0.0902807420803267,0.947484104292775,-10.9787878787879,4.6273702517313
712,"Chill",-172,-0.0954595305353811,0.933029392192365,-10.9856060606061,4.57764787211608
713,"Chill",-171,-0.100033123800861,0.927826059633078,-10.9909090909091,4.64661545202375
714,"Chill",-170,-0.0815707733592444,0.867964221919645,-11.1742424242424,4.6784186400098
715,"Chill",-169,-0.0471526811826855,0.798569919941871,-11.1863636363636,4.84749709057605
716,"Chill",-168,-0.00624630100733151,0.749319121835232,-11.2318181818182,5.00286862660087
717,"Chill",-167,0.0186891318410536,0.73643820088602,-11.3090909090909,5.04612288914516
718,"Chill",-166,0.0104199439661183,0.732360681152006,-11.2818181818182,4.97847868680975
719,"Chill",-165,0.00779410491189866,0.747208349886111,-11.2636363636364,4.96320541992187
720,"Chill",-164,0.00460132848296288,0.769047447190026,-11.2378787878788,4.99054552737308
721,"Chill",-163,0.00532292300099504,0.801003625243764,-11.3507575757576,4.84505755294196
722,"Chill",-162,0.0164661312509028,0.868984529253621,-11.530303030303,4.63764496831385
723,"Chill",-161,0.0360577953362877,0.982251964957672,-11.7219696969697,4.50155295040589
724,"Chill",-160,0.0427194069721801,1.07438487673278,-11.9272727272727,4.3082498707889
725,"Chill",-159,0.0067650993204993,1.07783275592359,-11.925,4.25676315615357
726,"Chill",-158,-0.0382943937164361,0.960504691078924,-11.9280303030303,4.3283862209138
727,"Chill",-157,-0.0643125630690341,0.91585639711869,-11.9787878787879,4.35724739868062
728,"Chill",-156,-0.0884637803230586,0.863892519021474,-11.9765151515152,4.43857780624102
729,"Chill",-155,-0.0586422258890084,0.766687582784899,-12.1462121212121,4.41026299026192
730,"Chill",-154,-0.0252687247937047,0.685631325845098,-12.2871212121212,4.3511996280677
731,"Chill",-153,-0.00873698186971953,0.607963257769084,-12.4969696969697,4.23487368293628
801,"Chill",-152,-0.0110678074941538,0.565713855870339,-12.5515151515152,4.05341028512215
802,"Chill",-151,-0.0285649667086687,0.571675734293659,-12.4916666666667,3.95671434834779
803,"Chill",-150,-0.0543464528220827,0.59735795379149,-12.4765151515152,3.82885634266275
804,"Chill",-149,-0.0780959382142173,0.656934314787704,-12.3833333333333,3.88350611449589
805,"Chill",-148,-0.0691432650553096,0.655154343755062,-12.3098484848485,3.83569148686716
806,"Chill",-147,-0.0214287373318927,0.683240057786313,-12.2886363636364,3.69760473572042
807,"Chill",-146,0.0027383554583738,0.796455052823713,-12.1863636363636,3.69425888051788
808,"Chill",-145,-0.0016531470221584,0.838343353298714,-12.0818181818182,3.59680719414811
809,"Chill",-144,-0.00370602456675543,0.832525882566871,-11.9636363636364,3.51936988973697
810,"Chill",-143,-0.0069283310363541,0.8799937810946,-11.8143939393939,3.46471105532958
811,"Chill",-142,-0.0111395230485734,0.969129321427654,-11.5795454545455,3.41638792754784
812,"Chill",-141,-0.0175667296280092,1.08519857483181,-11.2977272727273,3.5131217518326
813,"Chill",-140,0.0103835834425933,1.2641664854723,-11.0022727272727,3.55506603835288
814,"Chill",-139,0.0138094229358763,1.33109221255483,-10.755303030303,3.67065964609563
815,"Chill",-138,0.0290564764820576,1.37386401812879,-10.5954545454545,3.81149627470369
816,"Chill",-137,0.0391148419157898,1.41612000276337,-10.3613636363636,3.84317909598349
817,"Chill",-136,0.0245339563919768,1.41213785581062,-10.1212121212121,3.88805090169436
818,"Chill",-135,0.0100269036779042,1.41606942556806,-9.8469696969697,3.95049175605121
819,"Chill",-134,0.0265987077274112,1.47388095379631,-9.56439393939394,4.06328881416271
820,"Chill",-133,0.0146724792803916,1.46615440740781,-9.22424242424242,4.24720161710248
821,"Chill",-132,0.0372873415692608,1.51654920987074,-8.96742424242424,4.41450108612286
