"Month","Tmin","Tmax","CP"
10,-8,-7,6.27344276880114e-07
10,-8,-6,2.23024146651914e-06
10,-8,-5,9.48376160482933e-06
10,-8,-4,4.3552351093304e-05
10,-8,-3,0.000205781144136816
10,-8,-2,0.000979291340096457
10,-8,-1,0.00463200768235755
10,-8,0,0.0213761788778624
10,-8,1,0.0901814126127224
10,-8,2,0.284164565441264
10,-8,3,0.514991065356061
10,-8,4,0.557519073412506
10,-8,5,0.56390048432658
10,-8,6,0.612041987259209
10,-8,7,0.587832981211483
10,-8,8,0.630954951132494
10,-8,9,0.623850819244475
10,-8,10,0.602923608765232
10,-8,11,0.628214079737084
10,-8,12,0.628779206569363
10,-8,13,0.637573851726633
10,-8,14,0.60006001627091
10,-8,15,0.573915705586805
10,-8,16,0.539187780275834
10,-8,17,0.505960513462148
10,-8,18,0.475099005075152
10,-8,19,0.484004505117458
10,-8,20,0.466710633363995
10,-8,21,0.44658334631135
10,-8,22,0.410098847457984
10,-8,23,0.0645620450236261
10,-8,24,0
10,-8,25,0
10,-8,26,0
10,-8,27,0
10,-8,28,0
10,-8,29,0
10,-8,30,0
10,-7,-7,1.36175516794908e-06
10,-7,-6,3.48225454021552e-06
10,-7,-5,1.21682394172101e-05
10,-7,-4,5.08019133570312e-05
10,-7,-3,0.000229065991706737
10,-7,-2,0.00106242798390368
10,-7,-1,0.00494188351128838
10,-7,0,0.0225496798986793
10,-7,1,0.0941942772629385
10,-7,2,0.294066534196002
10,-7,3,0.526552920729924
10,-7,4,0.569554915433908
10,-7,5,0.589101255341025
10,-7,6,0.619908033429534
10,-7,7,0.624157026707663
10,-7,8,0.641894335564787
10,-7,9,0.601581132854927
10,-7,10,0.647864290743085
10,-7,11,0.663121317556451
10,-7,12,0.639505179697198
10,-7,13,0.610956900035467
10,-7,14,0.57187121281618
10,-7,15,0.592392797958201
10,-7,16,0.549426824557447
10,-7,17,0.518634381383051
10,-7,18,0.526857405475729
10,-7,19,0.496315908528427
10,-7,20,0.501459448182848
10,-7,21,0.415748445318546
10,-7,22,0.453006805317114
10,-7,23,0.0970256199447807
10,-7,24,0
10,-7,25,0
10,-7,26,0
10,-7,27,0
10,-7,28,0
10,-7,29,0
10,-7,30,0
10,-6,-6,7.48245387201568e-06
10,-6,-5,1.8890658249457e-05
10,-6,-4,6.49074754432031e-05
10,-6,-3,0.000266164662654934
10,-6,-2,0.00117834131695314
10,-6,-1,0.00534007779259268
10,-6,0,0.0239640134992541
10,-6,1,0.0987235805717072
10,-6,2,0.304694055304111
10,-6,3,0.5377653985046
10,-6,4,0.576799633215583
10,-6,5,0.606265519220393
10,-6,6,0.612464771020425
10,-6,7,0.646985329668185
10,-6,8,0.651481130034431
10,-6,9,0.642451024824442
10,-6,10,0.66023569850528
10,-6,11,0.671100774109033
10,-6,12,0.653371281678241
10,-6,13,0.608673553501942
10,-6,14,0.585708457952223
10,-6,15,0.584904513378302
10,-6,16,0.567474918174095
10,-6,17,0.574276503415272
10,-6,18,0.530777630035187
10,-6,19,0.529564960095171
10,-6,20,0.448722861985041
10,-6,21,0.417567383172738
10,-6,22,0.486967592435973
10,-6,23,0.0966098889133138
10,-6,24,0
10,-6,25,0
10,-6,26,0
10,-6,27,0
10,-6,28,0
10,-6,29,0
10,-6,30,0
10,-5,-5,4.01687485410733e-05
10,-5,-4,0.000100166082211286
10,-5,-3,0.000338570342390605
10,-5,-2,0.00136330207471095
10,-5,-1,0.0058954929819765
10,-5,0,0.0257522257374521
10,-5,1,0.103949977092407
10,-5,2,0.316343379218233
10,-5,3,0.546969148145218
10,-5,4,0.589927102401981
10,-5,5,0.629402910541343
10,-5,6,0.598968416233504
10,-5,7,0.665261854668273
10,-5,8,0.631987189833948
10,-5,9,0.637169184162542
10,-5,10,0.686404288177131
10,-5,11,0.673532780401444
10,-5,12,0.629634952410768
10,-5,13,0.611107900528315
10,-5,14,0.604686617322968
10,-5,15,0.605461047793456
10,-5,16,0.604078830959716
10,-5,17,0.57959014844406
10,-5,18,0.529557383536061
10,-5,19,0.490504331320971
10,-5,20,0.453300670018208
10,-5,21,0.37469688286011
10,-5,22,0.463603008631599
10,-5,23,0.129068260995722
10,-5,24,0
10,-5,25,0
10,-5,26,0
10,-5,27,0
10,-5,28,0
10,-5,29,0
10,-5,30,0
10,-4,-4,0.000210688648809307
10,-4,-3,0.00051905596046144
10,-4,-2,0.00172500775263029
10,-4,-1,0.00678519363551645
10,-4,0,0.0282372018993961
10,-4,1,0.110697025659003
10,-4,2,0.329728881296742
10,-4,3,0.554606794481917
10,-4,4,0.597817037565365
10,-4,5,0.634359156437828
10,-4,6,0.630278045439501
10,-4,7,0.68199000128845
10,-4,8,0.628159610003111
10,-4,9,0.680635961719183
10,-4,10,0.703798380959279
10,-4,11,0.667414376195952
10,-4,12,0.636064289135865
10,-4,13,0.658936020999871
10,-4,14,0.645976142091371
10,-4,15,0.635022097970377
10,-4,16,0.612250400758138
10,-4,17,0.557772121565326
10,-4,18,0.528517786789356
10,-4,19,0.486849857604511
10,-4,20,0.437527609684498
10,-4,21,0.349114511162317
10,-4,22,0.371049947651804
10,-4,23,0.129497674019262
10,-4,24,0
10,-4,25,0
10,-4,26,0
10,-4,27,0
10,-4,28,0
10,-4,29,0
10,-4,30,0
10,-3,-3,0.00107945512526319
10,-3,-2,0.00262508890510204
10,-3,-1,0.00853248212173134
10,-3,0,0.0322384368177771
10,-3,1,0.120016388608776
10,-3,2,0.34604191320261
10,-3,3,0.559852990908359
10,-3,4,0.605710633517605
10,-3,5,0.642660490980167
10,-3,6,0.658969307099883
10,-3,7,0.65896284164564
10,-3,8,0.663683372272693
10,-3,9,0.703087964457688
10,-3,10,0.671646467127542
10,-3,11,0.651350625484501
10,-3,12,0.682978959037177
10,-3,13,0.67932499308874
10,-3,14,0.67469165654388
10,-3,15,0.503802302017022
10,-3,16,0.542902103145434
10,-3,17,0.537446467611218
10,-3,18,0.511418200212568
10,-3,19,0.466706907661579
10,-3,20,0.437361663598052
10,-3,21,0.378783132210826
10,-3,22,0.338821136601349
10,-3,23,0.162232662818529
10,-3,24,0
10,-3,25,0
10,-3,26,0
10,-3,27,0
10,-3,28,0
10,-3,29,0
10,-3,30,0
10,-2,-2,0.00538830265312239
10,-2,-1,0.012857582179182
10,-2,0,0.0400817886124704
10,-2,1,0.134795882728177
10,-2,2,0.367553733349293
10,-2,3,0.567403620082697
10,-2,4,0.587687726205906
10,-2,5,0.628807312879566
10,-2,6,0.687640242387898
10,-2,7,0.641263712416794
10,-2,8,0.70541657955261
10,-2,9,0.685964929241383
10,-2,10,0.674709092199903
10,-2,11,0.674942529122853
10,-2,12,0.70675622330933
10,-2,13,0.692955692252542
10,-2,14,0.604665021234218
10,-2,15,0.566842429553191
10,-2,16,0.489472765135999
10,-2,17,0.559966063625485
10,-2,18,0.544632994053067
10,-2,19,0.462903286922669
10,-2,20,0.409143943445184
10,-2,21,0.398598430964582
10,-2,22,0.392901087614571
10,-2,23,0.129733300870035
10,-2,24,0
10,-2,25,0
10,-2,26,0
10,-2,27,0
10,-2,28,0
10,-2,29,0
10,-2,30,0
10,-1,-1,0.0258196998989195
10,-1,0,0.0590221607002736
10,-1,1,0.162662319522623
10,-1,2,0.399231980188393
10,-1,3,0.581358628380585
10,-1,4,0.619330506223589
10,-1,5,0.686895900036332
10,-1,6,0.648221212118287
10,-1,7,0.692710827215859
10,-1,8,0.684123049128802
10,-1,9,0.694995874603252
10,-1,10,0.670636485689381
10,-1,11,0.725975071181927
10,-1,12,0.718132909442236
10,-1,13,0.66704995458032
10,-1,14,0.61820336607514
10,-1,15,0.58186569586672
10,-1,16,0.631160846018879
10,-1,17,0.53771428068719
10,-1,18,0.518419081598047
10,-1,19,0.492281129094963
10,-1,20,0.465883322368022
10,-1,21,0.420201583484965
10,-1,22,0.431481921935036
10,-1,23,0.129656412792949
10,-1,24,0
10,-1,25,0
10,-1,26,0
10,-1,27,0
10,-1,28,0
10,-1,29,0
10,-1,30,0
10,0,0,0.111545869587366
10,0,1,0.223873600959848
10,0,2,0.452232179896924
10,0,3,0.592886227547496
10,0,4,0.648015330864846
10,0,5,0.691410918046351
10,0,6,0.67548449242777
10,0,7,0.698310068801299
10,0,8,0.66113438344349
10,0,9,0.703640712874636
10,0,10,0.725674130634445
10,0,11,0.710385767735426
10,0,12,0.686448017123574
10,0,13,0.642486851662353
10,0,14,0.630332509194708
10,0,15,0.633239789617973
10,0,16,0.610750344694154
10,0,17,0.534957807698102
10,0,18,0.571029948877847
10,0,19,0.516380368800622
10,0,20,0.417908726022202
10,0,21,0.384003586482128
10,0,22,0.467345951168369
10,0,23,0.0970804560378849
10,0,24,0
10,0,25,0
10,0,26,0
10,0,27,0
10,0,28,0
10,0,29,0
10,0,30,0
10,1,1,0.359080028334666
10,1,2,0.546409033179969
10,1,3,0.613722376162014
10,1,4,0.661172009479217
10,1,5,0.721642905798058
10,1,6,0.695552629309206
10,1,7,0.705593204501087
10,1,8,0.727257859945977
10,1,9,0.72933511809223
10,1,10,0.690165814250867
10,1,11,0.704018979966333
10,1,12,0.690333436748916
10,1,13,0.703148268715313
10,1,14,0.68028275161495
10,1,15,0.500520257416417
10,1,16,0.614423325070489
10,1,17,0.349705290316717
10,1,18,0.513893624882803
10,1,19,0.410626893984949
10,1,20,0.39045131716746
10,1,21,0.357058769684344
10,1,22,0.448722238610451
10,1,23,0.0322858071057365
10,1,24,0
10,1,25,0
10,1,26,0
10,1,27,0
10,1,28,0
10,1,29,0
10,1,30,0
10,2,2,0.625165569797551
10,2,3,0.633973825928528
10,2,4,0.670208092195856
10,2,5,0.744037233031872
10,2,6,0.7235703219602
10,2,7,0.759106643126177
10,2,8,0.751810697306504
10,2,9,0.744360962690616
10,2,10,0.74884019812284
10,2,11,0.76207865491639
10,2,12,0.716426207179111
10,2,13,0.711314352529046
10,2,14,0.719531994705608
10,2,15,0.621553868121581
10,2,16,0.596329550791366
10,2,17,0.520232389764645
10,2,18,0.313319686457806
10,2,19,0.222840172499264
10,2,20,0.388460131748042
10,2,21,0.384756677158136
10,2,22,0.419508794188594
10,2,23,0
10,2,24,0
10,2,25,0
10,2,26,0
10,2,27,0
10,2,28,0
10,2,29,0
10,2,30,0
10,3,3,0.648565775962529
10,3,4,0.684907573621781
10,3,5,0.756701473226951
10,3,6,0.757053442289516
10,3,7,0.776046503435356
10,3,8,0.744205177675284
10,3,9,0.736715547410543
10,3,10,0.727468691423728
10,3,11,0.713855512662745
10,3,12,0.691268103669823
10,3,13,0.656249400119702
10,3,14,0.628456757430872
10,3,15,0.594106214551598
10,3,16,0.549476858530064
10,3,17,0.495374985833422
10,3,18,0.397625379343955
10,3,19,0.271503117336919
10,3,20,0.173032246018957
10,3,21,0.367746762469071
10,3,22,0.290831065390339
10,3,23,0
10,3,24,0
10,3,25,0
10,3,26,0
10,3,27,0
10,3,28,0
10,3,29,0
10,3,30,0
10,4,4,0.717979987529154
10,4,5,0.774162980970138
10,4,6,0.765811605067674
10,4,7,0.769071132340097
10,4,8,0.749718348972139
10,4,9,0.749667681047787
10,4,10,0.745857086458407
10,4,11,0.730041452148212
10,4,12,0.717711189096232
10,4,13,0.699978922000197
10,4,14,0.675927754543059
10,4,15,0.642919486523273
10,4,16,0.603745773473678
10,4,17,0.627425539458646
10,4,18,0.604959425305501
10,4,19,0.555794632993981
10,4,20,0.472254678141728
10,4,21,0.422317212200241
10,4,22,0.12935809622475
10,4,23,0
10,4,24,0
10,4,25,0
10,4,26,0
10,4,27,0
10,4,28,0
10,4,29,0
10,4,30,0
10,5,5,0.785131768723257
10,5,6,0.798291553378891
10,5,7,0.816902671030379
10,5,8,0.808113084316227
10,5,9,0.819979771787345
10,5,10,0.802595290701175
10,5,11,0.79073740677459
